id,dice_Necrosis,iou_Necrosis,dice_Edema,iou_Edema,dice_Enhancing,iou_Enhancing,dice_FG_mean,iou_FG_mean,volume_id
volume_241_slice_116,0.13666666810555556,0.0733452610494718,0.8542231491440619,0.7455405898268873,0.6238341972810009,0.4533132538353716,0.5382413381768728,0.4240663682372436,volume_241
volume_241_slice_117,0.12323943816331084,0.06566604302876915,0.844073907200524,0.7302144250564467,0.5947046847304432,0.4231884066330603,0.5206726766980927,0.4063562915727587,volume_241
volume_241_slice_118,0.07858546349983209,0.04089979746237261,0.833620054108228,0.7147071219069925,0.61000000039,0.438848921670721,0.5074018393326867,0.39815194701336204,volume_241
volume_241_slice_119,0.017316019443038917,0.008733626618485531,0.8306430950984773,0.7103418055607618,0.57854821280764,0.40701219602589606,0.47550244244971873,0.37536254273504777,volume_241
volume_241_slice_120,2.421307500190539e-09,2.421307500190539e-09,0.8324066720062466,0.71292517019822,0.561849711489191,0.3906752421371781,0.4647521286389151,0.36786680491890184,volume_241
volume_241_slice_121,2.8409090828383262e-09,2.8409090828383262e-09,0.8408275862508062,0.7253688720964452,0.566233766797099,0.3949275373280298,0.4690204519629381,0.37343213742179465,volume_241
volume_241_slice_122,3.1545741225407754e-09,3.1545741225407754e-09,0.8608620191319462,0.7557135603069002,0.6281481486990398,0.4578833705013318,0.4963367236618534,0.40453231132093537,volume_241
volume_241_slice_123,4.587155942260753e-09,4.587155942260753e-09,0.8639858072548829,0.7605413848201242,0.6455223887210403,0.4765840234804848,0.5031694001876931,0.41237513762925504,volume_241
volume_241_slice_124,5.235602066829308e-09,5.235602066829308e-09,0.8601398601843167,0.75460122713073,0.5876543220057918,0.4160839181255807,0.48259806247523684,0.3902283834973042,volume_241
volume_241_slice_125,0.1806451665764828,0.09929078652985257,0.8641470889124456,0.7607913670498853,0.6610169505889112,0.49367088928056396,0.5686030686926132,0.4512510142867672,volume_241
volume_241_slice_126,0.13793104191438757,0.0740740826474622,0.8147001934952803,0.6873368148254981,0.5000000033783784,0.3333333393393393,0.48421041292934874,0.3649147456040998,volume_241
volume_241_slice_127,1.562499975585938e-08,1.562499975585938e-08,0.7801547565861836,0.639552239074961,0.08450705514778796,0.04411766111591675,0.28822060911965713,0.2278899719386258,volume_241
volume_241_slice_128,1.6949152255099113e-08,1.6949152255099113e-08,0.691831683359015,0.528855251155293,5.555555246913597e-08,5.555555246913597e-08,0.2306105852879066,0.17628510788666593,volume_241
volume_241_slice_129,1.428571224489825e-07,1.428571224489825e-07,0.6015971609568791,0.43020304640837176,1.0,1.0,0.5338657679380004,0.4767343964218314,volume_241
volume_241_slice_130,1.0,1.0,0.5706371197082588,0.39922480736584337,1.0,1.0,0.8568790399027529,0.7997416024552811,volume_241
volume_241_slice_131,1.0,1.0,0.5327695570131722,0.3631123937662467,1.0,1.0,0.8442565190043907,0.7877041312554156,volume_241
volume_241_slice_132,1.0,1.0,6.2893081365452314e-09,6.2893081365452314e-09,1.0,1.0,0.6666666687631028,0.6666666687631028,volume_241
volume_241_slice_133,1.0,1.0,2.173912996219283e-08,2.173912996219283e-08,1.3698629949333836e-08,1.3698629949333836e-08,0.33333334514592,0.33333334514592,volume_241
volume_241_slice_134,1.666666388888935e-07,1.666666388888935e-07,1.99999960000008e-07,1.99999960000008e-07,2.0833332899305566e-08,2.0833332899305566e-08,1.2916664392940236e-07,1.2916664392940236e-07,volume_241
volume_241_slice_135,1.666666388888935e-07,1.666666388888935e-07,4.761904535147403e-08,4.761904535147403e-08,1.4705882136678204e-08,1.4705882136678204e-08,7.633052212568191e-08,7.633052212568191e-08,volume_241
volume_241_slice_136,1.0,1.0,4.166666493055563e-08,4.166666493055563e-08,1.923076886094675e-08,1.923076886094675e-08,0.3333333536324779,0.3333333536324779,volume_241
volume_241_slice_137,1.0,1.0,1.428571224489825e-07,1.428571224489825e-07,1.0638297759167044e-08,1.0638297759167044e-08,0.3333333844984734,0.3333333844984734,volume_241
volume_241_slice_138,1.0,1.0,1.0,1.0,7.142856632653097e-08,7.142856632653097e-08,0.6666666904761888,0.6666666904761888,volume_241
volume_241_slice_139,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,volume_241
volume_241_slice_140,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,volume_241
volume_241_slice_141,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,volume_241
volume_241_slice_142,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,volume_241
volume_241_slice_143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,volume_241
volume_241_slice_144,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,volume_241
volume_241_slice_145,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,volume_241
