volume_id,dice_Necrosis_unet,iou_Necrosis_unet,dice_Edema_unet,iou_Edema_unet,dice_Enhancing_unet,iou_Enhancing_unet,dice_FG_mean_unet,iou_FG_mean_unet,dice_Necrosis_encdec,iou_Necrosis_encdec,dice_Edema_encdec,iou_Edema_encdec,dice_Enhancing_encdec,iou_Enhancing_encdec,dice_FG_mean_encdec,iou_FG_mean_encdec
volume_6,0.7726255757709276,0.7365321315186989,0.8130229458431203,0.7705319119540897,0.8224708727230295,0.7817908551624578,0.8027064647790257,0.7629516328784155,0.7186122845503694,0.6935601502764949,0.7414174944132493,0.6791711739914368,0.7683795513856846,0.7273102046886458,0.7428031101164344,0.7000138429855258
volume_64,0.876704483019954,0.8393631057807492,0.4668673240785143,0.403330045285631,0.7494987761583682,0.6960621989523225,0.6976901944189454,0.6462517833395676,0.828018558525589,0.7916620562873299,0.5314263267268514,0.4752687373953749,0.7593987586268507,0.7035550405259954,0.7062812146264303,0.6568286114029
volume_73,0.8980383459050032,0.8827727493857029,0.6801456161762199,0.6433873888849986,0.809623081802441,0.7854659455164895,0.7959356812945548,0.7705420279290638,0.9177091425078974,0.8950031614727602,0.7211749303299672,0.6788405734250426,0.826593885155911,0.8067222989445566,0.8218259859979251,0.7935220112807864
volume_74,0.5741702830367247,0.5512685764347822,0.5152295675486843,0.46123694424563855,0.44249891306165073,0.4081611594896909,0.5106329212156866,0.47355556005670385,0.6516501102280822,0.6411114017612591,0.5605850272809658,0.5036417605093123,0.6069624042206909,0.5870125009540478,0.6063991805765797,0.577255221074873
volume_77,0.8867213952875225,0.8614820390607288,0.7075830287287925,0.6766580855001789,0.8639523521519854,0.844157087985027,0.8194189253894335,0.794099070848645,0.8384292567311804,0.815252339917293,0.7561148051674278,0.7182126053615969,0.8789016469205377,0.8499465441679505,0.8244819029397153,0.7944704964822802
volume_78,0.7395042168186361,0.7124871600051387,0.5761396508347939,0.5340169425701854,0.6535841717578582,0.6313247236752808,0.6564093464704294,0.625942942083535,0.7839876428495863,0.7688070850465686,0.6693890569276311,0.6201025010243839,0.7725339235119342,0.7431936553890683,0.7419702077630504,0.7107010804866737
volume_79,0.8136904217245147,0.8003977252097016,0.4351332613456429,0.4110426319248558,0.7522843196370352,0.7324476595520906,0.6670360009023976,0.6479626722288827,0.8549153999338998,0.8506998676484188,0.6722857598217759,0.6512713608890974,0.8479660131270816,0.8325855737591981,0.791722390960919,0.7781856007655714
volume_83,0.9033154324246577,0.8833063320257961,0.7012903765071833,0.6730221452512981,0.8749427896725057,0.8568625754605406,0.8265161995347822,0.8043970175792117,0.8804503130597293,0.8631454939444075,0.8047575077738865,0.767585601032777,0.9189557610298477,0.8935861087293087,0.8680545272878212,0.8414390679021645
volume_91,0.6835278046595376,0.6596465776447524,0.6565435193449358,0.5977411824999256,0.7418126871399912,0.7227270223062399,0.6939613370481549,0.6600382608169726,0.6905315174761559,0.6692666315558413,0.6931547956501649,0.6268684318239257,0.8367636196076594,0.805467055402116,0.7401499775779934,0.700534039593961
volume_94,0.9194667029377664,0.9139472509795346,0.5319623170197355,0.510954139924475,0.9230963726583268,0.9145353710679252,0.7915084642052762,0.779812253990645,0.904564567209897,0.9016963137964497,0.6662955927046739,0.6413635113995574,0.9351840315207285,0.9243907231591924,0.8353480638117664,0.8224835161183998
volume_95,0.7427137484949826,0.7023914530309928,0.7300607738257584,0.6869841214955023,0.833268054416526,0.8071277910541704,0.7686808589124223,0.7321677885268885,0.7413277936487902,0.7108042907290147,0.7558809740927793,0.7106674212913173,0.8078244642510937,0.7653640381228869,0.768344410664221,0.7289452500477397
Overall_Mean,0.7082552381921172,0.6817231806588555,0.5861444726039285,0.5398870964996494,0.702863515438607,0.6764618822498359,0.6657544087448845,0.6326907198027802,0.7653311028815072,0.7415012599722174,0.6483120775284021,0.5987379356066939,0.7925471921229478,0.7610543448153118,0.7353967908442857,0.7004311801314076
Overall_Mean,0.7082552381921172,0.6817231806588555,0.5861444726039285,0.5398870964996494,0.702863515438607,0.6764618822498359,0.6657544087448845,0.6326907198027802,0.7653311028815072,0.7415012599722174,0.6483120775284021,0.5987379356066939,0.7925471921229478,0.7610543448153118,0.7353967908442857,0.7004311801314076
