volume_id,dice_Necrosis,iou_Necrosis,dice_Edema,iou_Edema,dice_Enhancing,iou_Enhancing,dice_FG_mean,iou_FG_mean
volume_326,0.6127691470529097,0.5550647020618048,0.16774195326618133,0.16774195326618133,0.513372790328376,0.49384172126894826,0.43129463021582237,0.4055494588656448
volume_327,0.6772793850865199,0.6178335077061985,0.3477292280230192,0.29421231968157935,0.619587488618249,0.5906046844317098,0.5481987005759293,0.5008835039398292
volume_334,0.7748841747252677,0.7691615432102222,0.4865686038214819,0.45176475010629347,0.7925606059062161,0.7653540784093458,0.6846711281509885,0.6620934572419538
volume_34,0.6639726662970414,0.6379290056006168,0.5664513176589375,0.5053858434372279,0.7493423846220311,0.7114431387421762,0.6599221228593366,0.6182526625933403
volume_342,0.6880429944449827,0.6556274292234782,0.32589404739732497,0.29573384049861645,0.641347622469524,0.5931787079037439,0.5517615547706106,0.5148466592086128
volume_343,0.8653691361206689,0.8375891179034465,0.5371969423494585,0.48881525659873776,0.8248846377894253,0.7904895552402672,0.7424835720865176,0.7056313099141505
volume_346,0.9063197378100679,0.873564133358121,0.3339622197024203,0.2983482306191431,0.7569883355171279,0.7055583460849812,0.6657567643432053,0.6258235700207485
volume_357,0.8047835382099783,0.7893349326364469,0.5971626083125167,0.5590278763237163,0.7163183326453388,0.6889176416708245,0.7060881597226112,0.6790934835436626
volume_366,0.9520532807351363,0.9329091146099523,0.7893141376859857,0.7578328407217034,0.8891992833115303,0.860364025226689,0.8768555672442174,0.8503686601861149
volume_368,0.7335881841144979,0.7145390049526383,0.6225957715544618,0.574622967620754,0.9087942036064864,0.8780599452913651,0.754992719758482,0.7224073059549191
volume_4,0.8153174822535503,0.7805805764231503,0.6313022359963454,0.5934619845811245,0.8261032529191097,0.7963969556797271,0.7575743237230017,0.7234798388946673
volume_40,0.8990900916119742,0.8770003640702057,0.7382378187481221,0.6861448127669708,0.872484011979341,0.8408101300678564,0.8366039741131458,0.801318435635011
volume_43,0.8025066535943671,0.7889981456839233,0.6262451791953098,0.5941673917883752,0.7899297489037032,0.7710416381606141,0.7395605272311266,0.7180690585443041
volume_46,0.8704200371186596,0.8680018779548329,0.442654914190674,0.412588889797238,0.7658743416190298,0.7482389090907716,0.6929830976427878,0.6762765589476142
volume_47,0.6493527293390106,0.6171817476960899,0.4843902772866275,0.40639567929443166,0.7632537188579241,0.7086130146714399,0.6323322418278541,0.5773968138873206
volume_56,0.7795833380143602,0.7425784833760399,0.5762968546361499,0.5089073474697806,0.8201182809114606,0.770070245726617,0.725332824520657,0.6738520255241459
volume_57,0.852064023975363,0.8234475597992542,0.5896395566511908,0.5517070388186158,0.8251853055522378,0.796324485308861,0.7556296287262638,0.7238263613089103
volume_58,0.7324346122708968,0.7259029558253827,0.5260678396075149,0.4671915665948539,0.7132057759130496,0.698158279357632,0.6572360759304872,0.6304176005926229
volume_6,0.7104662262743614,0.6895969622156698,0.7219814950235288,0.6643810412839176,0.7896625885909664,0.7513014335196552,0.7407034366296188,0.7017598123397476
volume_64,0.8090497441569042,0.7657370275593832,0.4649222444170886,0.4002726982010365,0.7951242387313041,0.7401413261575261,0.689698742435099,0.6353836839726485
